ISBN,서명,남성,여성,sep
9788949161969,한밤중 달빛 식당 - 제7회 비룡소 문학상 수상작,2.0,3.0,여성
9788949162027,꽝 없는 뽑기 기계 - 2020 비룡소 문학상 대상 수상작,2.0,2.0,여성
9788949162041,장군이네 떡집,2.0,2.5,여성
9788949162058,소원 떡집,0.0,4.0,여성
9788949170626,레몬으로 돈 버는 법,3.0,0.0,남성
9788949173602,끝없는 이야기,2.0,0.0,남성
9788949181592,초코파이 자전거,2.0,0.0,남성
9788949182308,"갈릴레오, 목성의 달을 발견하다 ",0.0,1.0,여성
9788949187112,곰브리치 세계사 ,2.0,0.0,남성
9788949187310,수학 귀신,2.0,0.0,남성
9788949190020,모모,0.0,6.0,여성
9788949190129,클로디아의 비밀,2.0,0.0,남성
9788949195193,스무고개 탐정과 마술사 ,4.0,0.0,남성
9788949195797,건방이의 건방진 수련기,0.0,3.0,여성
9788949195810,스무고개 탐정,0.0,2.0,여성
9788949195889,스무고개 탐정 :시즌III,2.0,0.0,남성
9788949197821,건방이의 건방진 수련기,2.0,2.0,여성
9788949303192,3수로 결판내는 포석비결,2.0,0.0,남성
9788949702926,대망,0.0,1.0,여성
9788949704760,국부론 ,2.0,0.0,남성
9788949715926,인생의 길 ,2.0,0.0,남성
9788949717074,고흐 영혼의 편지,0.0,1.0,여성
9788950936013,마법천자문 2 - 솟아라! 뿔 각角,0.0,2.0,여성
9788950936020,마법천자문 3 - 비춰라! 빛 광光,0.0,2.0,여성
9788950936068,마법천자문 7 - 쏘아라! 쏠 사射,0.0,3.0,여성
9788950943370,육일약국 갑시다 ,1.0,2.0,여성
9788950945633,플랫폼 전쟁 =이기는 자가 미래다 /Platform wars ,1.0,0.0,남성
9788950949150,설득의 심리학 :influence 사람의 마음을 사로잡는 6가지 불변의 원칙 ,2.0,0.0,남성
9788950955779,"행복의 기원 :생존과 번식, 행복은 진화의 산물이다 ",0.0,3.5,여성
9788950966447,프레임 :나를 바꾸는 심리학의 지혜 ,2.0,0.0,남성
9788950966980,열두 살에 부자가 된 키라 ,1.0,0.0,남성
9788950968984,고슴도치의 소원 ,0.0,1.0,여성
9788950969783,마법천자문 :손오공의 한자 대탐험,3.0,0.0,남성
9788950970765,착각 탐정단,2.0,0.0,남성
9788950971366,그리스 로마 신화,0.0,2.0,여성
9788950971397,그리스 로마 신화,4.0,0.0,남성
9788950971403,그리스 로마 신화,3.0,0.0,남성
9788950971427,그리스 로마 신화,3.5,0.0,남성
9788950971472,그리스 로마 신화,0.0,4.0,여성
9788950971489,그리스 로마 신화,0.0,5.0,여성
9788950971922,1코노미 =1인 가구가 만드는 비즈니스 트렌드 /1conomy ,0.0,1.0,여성
9788950971946,마법천자문 :손오공의 한자 대탐험,0.0,6.0,여성
9788950972011,마법천자문 요괴 대모험 1 - 요괴 목욕탕,3.0,0.0,남성
9788950972035,마법천자문 요괴 대모험 3 - 요괴 식당,0.0,4.0,여성
9788950973353,Go go 카카오 프렌즈 :세계 역사 문화 체험 학습만화,0.0,5.0,여성
9788950973759,곰탕 :김영탁 장편소설 ,0.0,4.0,여성
9788950974329,Go go 카카오 프렌즈 :세계 역사 문화 체험 학습만화,0.0,5.0,여성
9788950976118,Go go 카카오 프렌즈 :세계 역사 문화 체험 학습만화,3.5,0.0,남성
9788950976705,슬픔이여 안녕 ,0.0,2.0,여성
9788950976798,화가 나!,2.0,0.0,남성
9788950976804,무서워!,2.0,0.0,남성
9788950976811,슬퍼!,2.0,0.0,남성
9788950977306,마법천자문 :손오공의 한자 대탐험,2.5,0.0,남성
9788950979300,마법천자문 :손오공의 한자 대탐험,2.6666666666666665,4.0,여성
9788950979317,Go go 카카오 프렌즈 :세계 역사 문화 체험 학습만화,2.5,4.0,여성
9788950980214,Go go 카카오 프렌즈 :세계 역사 문화 체험 학습만화,3.0,0.0,남성
9788950980801,마법천자문 :손오공의 한자 대탐험,2.75,0.0,남성
9788950981150,Go go 카카오 프렌즈 :세계 역사 문화 체험 학습만화,2.5,0.0,남성
9788950981167,"다시 태어난다면, 한국에서 살겠습니까 :한강의 기적에서 헬조선까지 잃어버린 사회의 품격을 찾아서 ",0.0,2.0,여성
9788950981891,메타인지 학습법 :생각하는 부모가 생각하는 아이를 만든다 ,0.0,3.0,여성
9788950981983,"2020 부의 지각변동 :미래가 보내온 7개의 시그널! 무너질 것인가, 기회를 만들 것인가 ",5.0,2.0,남성
9788950982188,Go go 카카오 프렌즈 :세계 역사 문화 체험 학습만화,8.0,0.0,남성
9788950982898,마법천자문 :손오공의 한자 대탐험,4.0,1.0,남성
9788950983079,(정재승의) 인간 탐구 보고서,1.6666666666666667,6.0,여성
9788950983086,(정재승의) 인간 탐구 보고서,1.0,2.5,여성
9788950983369,Go go 카카오 프렌즈 :세계 역사 문화 체험 학습만화,3.0,0.0,남성
9788950983437,(1등미디어) 문과1등 이과1등 :개성만점 1등들의 재능발견 학습만화,0.0,1.0,여성
9788950983666,이사도라 문 판타스틱 다이어리,0.0,3.0,여성
9788950983819,사브리나,2.0,0.0,남성
9788950983871,이사도라 문,0.0,1.0,여성
9788950984106,12월의 어느 날 :조지 실버 장편소설 ,0.0,1.0,여성
9788950984144,Go go 카카오 프렌즈 :세계 역사 문화 체험 학습만화,2.3333333333333335,0.0,남성
9788950984687,게임 회사에서는 하루 종일 게임만 할까?,1.0,0.0,남성
9788950985325,마시지 않고도 취한 척 살아가는 법 :일상은 번잡해도 인생은 태연하게 ,0.0,1.0,여성
9788950985844,"안철수, 우리의 생각이 미래를 만든다 :유럽에서 찾은 공정하고 행복한 나라의 조건 ",1.0,0.0,남성
9788950986148,빨강머리 앤 :루시 모드 몽고메리 장편소설 ,0.0,2.0,여성
9788950986377,정책의 배신 :좌파 기득권 수호에 매몰된 대한민국 경제 사회 정책의 비밀 ,2.0,0.0,남성
9788950986919,이 한마디가 나를 살렸다 :100번 넘어져도 101번 일으켜 세워준 김미경의 말 ,2.0,0.0,남성
9788950987008,Go go 카카오 프렌즈 :세계 역사 문화 체험 학습만화,2.0,3.0,여성
9788950987749,마법천자문 48 - 늘 생각하다! 생각 념(念)!,2.0,0.0,남성
9788952114815,초급 프랑스어 =(Le) français élémentaire ,2.0,0.0,남성
9788952117441,선형대수와 군 ,2.0,0.0,남성
9788952206503,시크릿,0.0,2.0,여성
9788952213211,모리와 함께한 화요일 ,0.0,2.0,여성
9788952216427,귓속말 금지 구역 ,0.0,2.0,여성
9788952228604,유령 놀이 ,2.0,0.0,남성
9788952240491,세계에서 가장 자극적인 나라 :짐 로저스의 어떤 예견 ,2.0,0.0,남성
9788952240569,가재가 노래하는 곳 :델리아 오언스 장편소설 ,0.0,1.5,여성
9788952241528,"하리하라의 사이언스 인사이드 1 - 과학으로 세상 보기, 세상에서 과학 보기",2.0,0.0,남성
9788952701930,프레드릭,3.0,2.0,남성
9788952709042,아낌없이 주는 나무,0.0,4.0,여성
9788952723925,괴물들이 사는 나라 ,0.0,3.0,여성
9788952744586,117층 나무 집,1.5,2.0,여성
9788952746757,아기 늑대 세 마리와 못된 돼지,0.0,1.0,여성
9788952750457,점성술 살인사건 ,3.0,0.0,남성
9788952754653,43번지 유령 저택,1.0,0.0,남성
9788952755841,(교과서에 나오는) 유네스코 세계 문화유산 =아프리카 아메리카 /UNESCO world heritage ,1.0,0.0,남성
9788952759535,(명화로 만나는) 알쏭달쏭 신기한 그림 ,3.0,0.0,남성
9788952764270,"무지개 물고기야, 엄마가 지켜 줄게 ",0.0,3.0,여성
9788952765260,어벤져스 크로스오버 세트 - 전4권 - 전 지구적 규모로 터지는 어벤져스 액션!,3.0,0.0,남성
9788952768452,(나를 닮은) 집짓기 :취향이 있는 집을 완성하기까지 6개월 프로젝트 ,0.0,1.0,여성
9788952769787,어떤 아이가 ,0.0,1.0,여성
9788952777881,클라라 죽이기 ,0.0,2.0,여성
9788952781598,39층 나무 집,0.0,1.0,여성
9788952781819,52층 나무 집 ,4.0,0.0,남성
9788952782243,작지만 대단한 씨앗,2.0,0.0,남성
9788952782380,65층 나무 집,5.0,0.0,남성
9788952783486,아낌없이 주는 나무 (어린이용),3.0,0.0,남성
9788952785404,내 이름은 삐삐 롱스타킹 - 린드그렌 탄생 110주년 기념 개정판,2.0,3.0,여성
9788952785480,코드네임 X,4.0,0.0,남성
9788952786210,껌딱지 독립기,0.0,1.0,여성
9788952786470,91층 나무 집 ,2.0,0.0,남성
9788952786654,네모,2.0,0.0,남성
9788952787040,내가 잡았어!,0.0,3.0,여성
9788952787347,코드네임 R,2.0,0.0,남성
9788952788450,작은 집 이야기 (리커버 특별판),2.0,0.0,남성
9788952788726,헤엄이 ,0.0,1.0,여성
9788952789525,매튜의 꿈,0.0,1.0,여성
9788952789631,귀 큰 토끼의 고민 상담소,0.0,1.0,여성
9788952790712,도로시 죽이기 ,0.0,2.0,여성
9788952790842,(Just go) 스위스 =Switzerland ,0.0,4.0,여성
9788952791160,날씨가 좋으면 찾아가겠어요 :이도우 장편소설 ,0.0,2.0,여성
9788952795090,104층 나무 집,1.5,0.0,남성
9788953315433,그림으로 보는 한국사 :교과서 속 역사 이야기,3.0,0.0,남성
9788953330948,"엄마, 받아쓰기 해 봤어? ",0.0,1.0,여성
9788953331211,(그림으로 보는) 그리스 로마 신화 :어린이 처음 인문학,0.0,3.0,여성
9788953332966,랜드마크 범인 찾기 추리북,1.0,2.0,여성
9788953584051,구름빵 :욕심 바구니 ,0.0,4.0,여성
9788953588264,구름빵 잘하는 건 다 달라 ,0.0,2.0,여성
9788953932135,Disney Fun to Read 1-01 Just Like Me (Pooh's Heffalump Movie),0.0,2.0,여성
9788954414722,과학공화국 생물법정,2.0,0.0,남성
9788954414739,과학공화국 생물법정,2.0,0.0,남성
9788954414746,과학공화국 생물법정,2.0,0.0,남성
9788954422222,킬링이 들려주는 지구 온난화 이야기 ,0.0,2.0,여성
9788954423571,왜 4·19 혁명이 일어났을까? :장면 VS 이승만 ,1.0,0.0,남성
9788954427173,시간을 파는 상점 :김선영 장편소설 ,2.0,4.0,여성
9788954432085,플라스틱 빔보 :신현수 장편소설 ,2.0,0.0,남성
9788954438445,발버둥치다,1.0,0.0,남성
9788954439329,가면생활자,0.0,1.0,여성
9788954440042,시간을 파는 상점 2 : 너를 위한 시간,1.0,0.0,남성
9788954442022,의심하고 질문하며 진리를 발견해요 - 데카르트가 들려주는 의심 이야기,0.0,1.0,여성
9788954442107,인생이 술술 풀리는 말습관의 비밀 ,2.0,0.0,남성
9788954442480,내가 빛나는 순간,0.0,3.0,여성
9788954600200,변신:프란츠 카프카 소설,0.0,1.0,여성
9788954602921,멋지다 썩은 떡,0.0,3.0,여성
9788954605137,궁녀 학이 ,3.0,0.0,남성
9788954607124,(바람소리 물소리 자연을 닮은) 우리 악기 ,0.0,2.0,여성
9788954607346,책과 노니는 집 ,1.0,5.0,여성
9788954607674,똥 찾아가세요 ,2.0,0.0,남성
9788954609623,거짓말 학교 ,2.0,0.0,남성
9788954610117,엘리베이터에 낀 그 남자는 어떻게 되었나 :김영하 소설 ,2.0,0.0,남성
9788954610155,빛의 제국 :김영하 장편소설 ,0.0,1.0,여성
9788954610469,위대한 개츠비 (양장),0.0,1.0,여성
9788954610803,"소년, 지구별을 보다 :항공사진과 환경 키워드로 보는 지구의 현재와 미래 ",0.0,1.0,여성
9788954612883,"봉주르, 뚜르 ",2.0,1.0,남성
9788954613521,책청소부 소소 ,0.0,4.0,여성
9788954615907,딱 걸렸다 임진수 ,2.0,0.0,남성
9788954619370,황 반장 똥 반장 연애 반장 ,1.0,0.0,남성
9788954620260,시간 가게 ,0.0,4.0,여성
9788954621472,솔로몬의 위증 :미야베 미유키 장편소설 ,0.0,2.0,여성
9788954622035,살인자의 기억법 :김영하 장편소설 ,0.0,3.0,여성
9788954623742,"얘야, 아무개야, 거시기야! ",2.0,0.0,남성
9788954623773,(설민석의) 무도 한국사 특강 ,0.0,1.0,여성
9788954636025,싸우는 소년 :오문세 장편소설 ,3.0,0.0,남성
9788954636858,최선의 삶 :임솔아 장편소설 ,0.0,1.0,여성
9788954636889,로마의 일인자,2.0,0.0,남성
9788954637374,글자동물원 ,3.0,3.0,여성
9788954639811,작은 것들의 신 :아룬다티 로이 장편소설 ,0.0,1.0,여성
9788954641630,쇼코의 미소 :최은영 소설 ,0.0,1.0,여성
9788954643740,콩이네 옆집이 수상하다!,4.0,0.0,남성
9788954644600,자면서도 다 듣는 애인아 :김개미 시집 ,0.0,1.0,여성
9788954645614,오직 두 사람 :김영하 소설 ,5.0,0.0,남성
9788954646284,지독한 하루 ,0.0,2.0,여성
9788954648912,"어느 하루가 다르다면, 그것은 왜일까 :배수아 대표중단편선 ",0.0,1.0,여성
9788954649896,그 겨울의 일주일 :메이브 빈치 장편소설 ,0.0,4.0,여성
9788954650694,(2018 제9회) 젊은작가상 수상작품집 ,0.0,2.0,여성
9788954651820,내게 무해한 사람 :최은영 소설 ,0.0,1.0,여성
9788954653817,"걷는 사람, 하정우 ",0.0,5.0,여성
9788954654753,체리새우 : 비밀글입니다 - 제9회 문학동네청소년문학상 대상 수상작,1.0,2.3333333333333335,여성
9788954655835,젊은작가상 수상작품집 10주년 특별판 :수상 작가들이 뽑은 베스트 7 ,0.0,2.0,여성
9788954655972,여행의 이유 :김영하 산문 ,4.5,3.4,남성
9788954657532,바깥은 여름,0.0,1.0,여성
9788954657624,"주황은 고통, 파랑은 광기 :위대한 예술가들의 작품에서 태어난 매혹적인 이야기들 ",2.0,0.0,남성
9788954657877,로마법 수업 =흔들리지 않는 삶을 위한 천 년의 학교 /Lectio iuris Romani ,0.0,4.0,여성
9788954658355,여자로 살아가는 우리들에게 :요조와 임경선의 교환일기 ,0.0,2.0,여성
9788954658645,어린이 희곡 : 하루와 미요,1.0,3.0,여성
9788954660198,별별마을의 완벽한 하루,2.0,0.0,남성
9788954670302,독고솜에게 반하면 - 제10회 문학동네청소년문학상 대상 수상작,3.0,0.0,남성
9788954670517,그레구아르와 책방 할아버지 :마르크 로제 장편소설 ,4.0,0.0,남성
9788954670630,아직 멀었다는 말 :권여선 소설 ,0.0,2.0,여성
9788954670920,모월모일 :박연준 산문집 ,0.0,3.0,여성
9788954671989,귤의 맛,2.0,0.0,남성
9788954672214,"시선으로부터,",0.0,4.0,여성
9788954672733,말하기를 말하기 - 제대로 목소리를 내기 위하여,0.0,2.0,여성
9788954906074,베오영 Winnie Flies Again,0.0,4.0,여성
9788955473094,내 입은 불량 입 ,1.0,9.0,여성
9788955616477,심플하게 산다 ,0.0,2.0,여성
9788955617672,갈매기에게 나는 법을 가르쳐준 고양이 ,0.0,1.0,여성
9788955725643,퀴즈! 과학상식 (식품 영양),1.0,0.0,남성
9788955726770,(퀴즈!) 과학상식 :공부 과학 ,1.0,0.0,남성
9788955820461,지하철을 타고서,0.0,2.0,여성
9788955820843,뜨고 지고! ,2.0,0.0,남성
9788955822823,싸워도 돼요? ,0.0,1.0,여성
9788955824063,똥친구,0.0,2.0,여성
9788955825466,도망치는 아이,0.0,1.0,여성
9788955881769,콩 네 알 심는 아빠,2.0,0.0,남성
9788955883220,시골 할머니집의 맷돌과 디딜방아 :옛 물건 속에 숨어 있는 과학찾기 ,0.0,2.0,여성
9788955883374,책 읽는 강아지,0.0,2.0,여성
9788955883404,"수학 사전 - 법칙, 원리, 공식을 쉽게 정리한",3.0,0.0,남성
9788955889376,수상한 이야기 공장,0.0,1.0,여성
9788955924268,카페의 공간학 =세계의 디자인 엿보기 /Site specific cafe design ,0.0,3.0,여성
9788956054148,유전자는 네가 한 일을 알고 있다 :현대 생물학을 뒤흔든 후성유전학 혁명 ,2.0,0.0,남성
9788956055466,책은 도끼다 :박웅현 인문학 강독회 ,0.0,2.0,여성
9788956055817,Holes :work book ,0.0,2.0,여성
9788956055886,Because of Winn-Dixie :work book ,2.0,0.0,남성
9788956058054,내가 확실히 아는 것들 ,0.0,5.0,여성
9788956187372,고구마구마 ,3.0,2.0,남성
9788956262949,문학어의 근대 :조선어로 글을 쓴다는 것 =Modern literary language : writing in Joseon language ,0.0,2.0,여성
9788956374000,무인행 :제2부 서정,2.0,0.0,남성
9788956374017,무인행 :제2부 서정,2.0,0.0,남성
9788956600451,미당 서정주 전집,0.0,2.0,여성
9788956603254,(맛있고 간편한) 과학도시락 ,3.0,0.0,남성
9788956607627,독서에 관하여 ,0.0,1.0,여성
9788956607740,세븐킹덤의 기사 :조지 R. R. 마틴 장편소설 ,0.0,2.0,여성
9788956608990,왕좌의 게임 :조지 R.R.마틴 판타지 장편소설,2.0,0.0,남성
9788956631820,바람이 좋아요 ,3.0,0.0,남성
9788956893501,(루루와 라라의) 아이스크림 :숲 속의 꼬마 파티시에 ,0.0,2.0,여성
9788956893556,루루와 라라의 셔벗 - 숲 속의 꼬마 파티시에,0.0,3.5,여성
9788956896724,2분간의 모험 - 시계로는 잴 수 없는 짧고도 긴 여행,3.0,0.0,남성
9788956899626,더 이상 못 참아! ,1.0,0.0,남성
9788956899664,용기란 뭘까?,1.0,0.0,남성
9788956899817,(초등학생을 위한) 한국을 빛낸 100명의 위인들 ,3.5,0.0,남성
9788956992129,"에니어그램의 지혜 - 나와 세상을 이해하는 아홉 가지 성격 유형, 개정판",2.0,0.0,남성
9788956993362,다이어트의 정석 =수피의 1:1 트레이닝 이번엔 다이어트다! /The essence of diet ,0.0,2.0,여성
9788957361030,최고의 인테리어는 정리입니다 :2000개의 집을 바꾼 정희숙의 정리 노하우북 ,0.0,3.0,여성
9788957363171,(만화로 보는)그리스 로마 신화,0.0,1.0,여성
9788957366455,어린이 과학 형사대 CSI,3.0,0.0,남성
9788957366622,어린이 과학 형사대 CSI,2.0,1.0,남성
9788957366813,어린이 과학 형사대 CSI,0.0,1.0,여성
9788957366868,어린이 사회 형사대 CSI,4.0,0.0,남성
9788957367094,(KBS특별기획 다큐멘터리) 슈퍼차이나 :중국의 힘은 어디에서 비롯되는가 ,0.0,2.0,여성
9788957367100,어린이 사회 형사대 CSI,4.0,0.0,남성
9788957368664,"어린이 사회 형사대 CSI 6 - CSI, 경찰서 실습을 가다!",4.0,0.0,남성
9788957369364,무례한 사람에게 웃으며 대처하는 법 :인생 자체는 긍정적으로 개소리에는 단호하게 ,0.0,5.0,여성
9788957693551,지방 식민지 독립선언 :서울민국 타파가 나라를 살린다 ,0.0,2.0,여성
9788957694572,관점 VS 관점 - 미래 사회의 과학기술 논쟁지도,0.0,2.0,여성
9788957919088,반장 선거 해 보면 정치·법이 쉽다 :정치·법 ,0.0,3.0,여성
9788957980019,(밤티 마을)큰돌이네 집:이금이 장편동화,2.0,0.0,남성
9788957980132,(이금이 성장소설)유진과 유진,1.0,2.0,여성
9788957981580,우리는 한편이야 :정영애 장편동화 ,3.0,0.0,남성
9788957981689,뻥튀기는 속상해 :한상순 동시집 ,2.0,2.0,여성
9788957982662,지우개 따먹기 법칙 :유순희 장편동화 ,1.0,4.0,여성
9788957983065,행복한 비밀 하나 :박성배 동화집 ,0.0,1.0,여성
9788957983317,5학년 5반 아이들 ,0.0,2.0,여성
9788957983423,로미오와 줄리엣 ,0.0,2.0,여성
9788957983522,우리 동네 이야기 :정두리 동시집 ,1.0,0.0,남성
9788957983683,슈퍼맘 능력고사 :제11회 푸른문학상 동화집 ,0.0,4.0,여성
9788957984611,잔소리 붕어빵 :최은옥 창작동화 ,0.0,4.0,여성
9788957985229,아! 깜짝 놀라는 소리 :신형건 동시집 ,1.0,0.0,남성
9788957986523,길 위의 개,0.0,1.0,여성
9788958073345,백설공주는 왜 자꾸 문을 열어 줄까 :동화로 만나는 사회학 ,0.0,2.0,여성
9788958073642,어쩌다 중학생 같은 걸 하고 있을까 ,0.0,2.3333333333333335,여성
9788958074663,"똥개 존, 늑대 대장이 되다 ",1.0,0.0,남성
9788958075769,기적을 선물한 우리 개 모슬리 ,1.0,0.0,남성
9788958076117,"과학 해적단, 사마귀의 습격을 받다 :곤충 ",2.0,0.0,남성
9788958200277,수학으로 과학보기,3.0,0.0,남성
9788958204855,둘리틀 박사의 캐러밴,4.0,0.0,남성
9788958205197,둘리틀 박사의 정원,5.0,0.0,남성
9788958280378,"사라, 버스를 타다",3.5,0.0,남성
9788958283560,고민하는 힘 ,1.0,0.0,남성
9788958283607,강아지똥 할아버지 :권정생 이야기 ,0.0,3.0,여성
9788958284055,눈물바다 ,2.0,0.0,남성
9788958284178,"고조선 소년 우지기, 철기 공방을 지켜라 ",0.0,1.0,여성
9788958284185,고구려 평양성의 막강 삼총사 ,0.0,1.0,여성
9788958284420,달을 마셨어요 ,3.0,0.0,남성
9788958284482,감기 걸린 물고기,0.0,1.0,여성
9788958284826,꽃할머니 ,0.0,3.0,여성
9788958285212,파브르 식물 이야기 ,2.0,0.0,남성
9788958285762,세상에서 제일 센 우리 아빠 :심윤경 창작동화 ,0.0,2.0,여성
9788958285878,(한눈에 반한) 우리 미술관 :풍속화에서 사군자까지 ,0.0,2.0,여성
9788958286356,마당을 나온 암탉,0.0,2.0,여성
9788958287636,밤을 건너는 소년,1.0,0.0,남성
9788958288053,귀신 선생님과 진짜 아이들 ,0.0,4.0,여성
9788958289647,풍선 바이러스 :이용포 창작동화 ,1.0,0.0,남성
9788958315971,송백:백준 新무협 판타지 소설,0.0,1.0,여성
9788958316398,송백:백준 新무협 판타지 소설,0.0,1.0,여성
9788958317357,송백:백준 新무협 판타지 소설,0.0,1.0,여성
9788958534587,"4차 산업혁명 시대, 디자인 씽킹이 답이다 :디자인 씽킹 실전 바이블 ",2.0,0.0,남성
9788958620358,(대하역사만화) 박시백의 조선왕조실록,4.0,5.0,여성
9788958620495,중국의 문화지리를 읽는다,0.0,1.0,여성
9788958628224,시를 잊은 그대에게 :공대생의 가슴을 울린 시 강의 ,2.0,0.0,남성
9788958855002,거울과 렌즈:부딪히고 꺾이는 빛의 마술,0.0,2.0,여성
9788958855262,지구와 달:달은 왜 지구를 맴돌까?,2.0,0.0,남성
9788959053681,The Time Warp Trio #7 Summer Reading is Killing Me! (Paperback + CD 1장),3.0,0.0,남성
9788959193684,신과 함께 :저승편,4.0,0.0,남성
9788959193691,신과 함께 :저승편,3.0,0.0,남성
9788959194988,신과 함께 :신화편,3.0,0.0,남성
9788959194995,신과 함께 :신화편,2.5,0.0,남성
9788959201440,프랑스어 학습 문법 =Grammaire d'apprentissage du français langue étrangére ,0.0,2.0,여성
9788959406975,다른 게 아니라 틀린 겁니다 :괄호 안의 불의와 싸우는 법 ,0.0,1.0,여성
9788959758340,13·67 :찬호께이 장편소설 ,0.0,3.0,여성
9788959762262,알아 두면 유용한 척척박사 상식 사전 - 차이점 속의 숨은 비밀 찾기,2.0,0.0,남성
9788959772568,1학년이 최고야!,2.0,0.0,남성
9788959774494,꺼벙이 억수 (반양장),2.5,2.0,남성
9788959794386,내 강아지 스트레스 없이 행복한 75가지 놀이 방법 :동물행동학 전문가가 전하는 두뇌 활성 게임 ,3.0,0.0,남성
9788959895007,"쇼핑은 어떻게 최고의 엔터테인먼트가 되었나 :리테일 비즈니스, 소비자의 욕망을 읽다 ",1.0,0.0,남성
9788959895649,고양이 본능 사전 :고양이 행동 심리학자 잭슨 갤럭시가 말하는 고양이와 공존하는 법 ,0.0,2.0,여성
9788959896127,트렌드 코리아 2020 :서울대 소비트렌드 분석센터의 2020 전망 ,1.0,5.0,여성
9788959896318,"배당왕 :배신을 모르는 그들, 미국 배당주 top 30 ",2.0,2.0,여성
9788959896417,질병이 바꾼 세계의 역사 :인류를 위협한 전염병과 권력자들의 질병에 대한 기록 ,0.0,3.0,여성
9788959981007,모두 다 사랑해 ,2.0,0.0,남성
9788960004412,(경선식의) 워드 스펀지 =공무원/편입/TOEFL/TEPS/SAT/GRE /Word sponge ,1.0,0.0,남성
9788960174191,제노사이드 =다카노 가즈아키 장편소설 /Genocide ,4.0,0.0,남성
9788960242739,(빈대 가족의) 위대한 탄생 ,2.0,0.0,남성
9788960242906,(빈대가족의) 덜렁이는 빈대 스타일 ,2.0,3.0,여성
9788960243224,(빈대 가족의) 프랑스 따라잡기 ,0.0,2.0,여성
9788960243262,(빈대 가족의) 슈퍼맨이 돌아왔다 ,4.0,0.0,남성
9788960243392,빈대 가족의 절약 대전,2.0,0.0,남성
9788960243439,빈대 가족의 절약 1박 2일 - 대한민국 공식 짠돌이 빈대 가족에게 배우는 경제 지혜,0.0,6.0,여성
9788960243453,빈대 가족의 가난 탈출기 - 짠돌이들에게 배우는 경제 지혜!,3.0,0.0,남성
9788960243675,빈대 가족의 절약 무한도전 - 대한민국 공식 짠돌이 빈대 가족에게 배우는 경제 지혜,4.0,4.0,여성
9788960243682,빈대 가족의 천원으로 살아남기 - 대한민국 공식 짠돌이 빈대 가족에게 배우는 경제 지혜,2.0,0.0,남성
9788960243729,(빈대 가족의) 절약 삼시세끼 ,2.0,3.5,여성
9788960243736,빈대 가족의 가난 뚫고 하이킥!,2.0,3.0,여성
9788960244375,빈대 가족의 절약 그것이 알고 싶다,2.0,3.6666666666666665,여성
9788960244511,빈대 가족의 복면 절약왕,2.0,7.0,여성
9788960244566,빈대 가족 과학 스쿨,0.0,1.0,여성
9788960244580,빈대 가족의 어서 와! 절약은 처음이지?,2.0,3.0,여성
9788960244757,빈대 가족 과학 스쿨,5.0,3.0,남성
9788960244764,빈대 가족의 절약 좀 아는 형님,4.0,0.0,남성
9788960244986,빈대 가족의 덜렁이는 유튜브 스타,2.0,0.0,남성
9788960245082,빈대 가족의 덜렁이도 같이 펀딩,0.0,3.0,여성
9788960305496,"(학년이 올라갈수록 자기주도 학습력, 창의력, 자존감이 높아지는) 초등 매일 습관의 힘 ",0.0,3.0,여성
9788960472181,영어 인터뷰 핵심패턴 233,2.0,0.0,남성
9788960511972,가족의 두 얼굴 =Two faces of my family ,0.0,1.0,여성
9788960517486,라이프 트렌드 2020 :느슨한 연대 =Life trend 2020 : weak ties ,0.0,2.0,여성
9788960532410,토지 :박경리 대하소설,4.0,2.0,남성
9788960865129,마음을 움직이는 승부사 제갈량 :승부처는 사람에게서 나온다 ,2.0,0.0,남성
9788960865884,미생 :아직 살아 있지 못한 자,4.0,0.0,남성
9788960866980,30일 완성 목소리 트레이닝 :보이스 컨설턴트 우지은의 호감형 목소리 만들기 ,3.0,0.0,남성
9788960867093,놓지 마 과학!,0.0,3.0,여성
9788960869929,놓지 마 과학!,4.5,0.0,남성
9788960901704,축복받은 집 ,2.0,0.0,남성
9788960905726,내가 있는 곳 ,0.0,1.0,여성
9788961057400,수학사상사,0.0,2.0,여성
9788961420488,(초등학생이 꼭 읽어야 할) 5000년 한국 여성 위인전,2.0,0.0,남성
9788961472623,서양철학사 ,2.0,0.0,남성
9788961541589,화학의 이해 ,1.0,0.0,남성
9788961551649,(노벨상 수상자가 들려주는) 미생물 이야기 ,2.0,0.0,남성
9788961636599,전기 기능사 =한권으로 끝내기! /Craftsman electricity ,1.0,0.0,남성
9788961700139,친구를 모두 잃어버리는 방법 ,0.0,1.0,여성
9788961700184,우리 선생님은 괴물 ,0.0,1.0,여성
9788961705288,핵폭발 뒤 최후의 아이들 ,2.0,0.0,남성
9788961705332,동물 농장 ,1.0,0.0,남성
9788961706162,꿀독에 빠진 여우 - 1학년 1학기 국어활동 수록도서,3.0,0.0,남성
9788961706360,"오, 마이 캐릭터",0.0,2.0,여성
9788961706438,도그맨,0.0,2.0,여성
9788961707107,스마일,0.0,2.0,여성
9788961707374,캡틴 언더팬츠,0.0,2.0,여성
9788961707435,아주아주 큰 침대,0.0,1.0,여성
9788961707541,멸종하게 내버려 두면 안 돼,0.0,1.0,여성
9788961707596,뉴 키드,0.0,3.0,여성
9788961707633,슈퍼 히어로들에게도 재수 없는 날이 있다,0.0,3.0,여성
9788961752312,Rainbow Magic 21종 Set,2.0,0.0,남성
